Date,Campaign,Campaign Type,Creative Format,Region,Country,Impressions,Clicks,CTR,Frequency,Reach,Spends,CPC,CPM,Views,Completion Rate,CPCV,CPS,Conversions,Revenue,ROAS,Viewability
24-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML-Slider_Ramadan_PROS_Jan26,Awareness,HTML-Slider,Rest Of United Arab Emirates,United Arab Emirates,"32,378",225,0.69%,2.83,11428,223.41,0.99,6.9,,,,,,,,90.63%
24-Jan-26,DanubeH_Awareness_Dubai_HTML-ProductCollect_Ramadan_PROS_Jan26,Awareness,HTML-Collect,Dubai,United Arab Emirates,40098,235,0.59%,2.84,14102,276.68,1.18,6.9,,,,,,,,89.08%
24-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML-ProductCollect_Ramadan_PROS_Jan26,Awareness,HTML-Collect,Abu Dhabi,United Arab Emirates,51394,328,0.64%,2.91,17641,354.62,1.08,6.9,,,,,,,,91.61%
24-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML-ProductCollect_Ramadan_PROS_Jan26,Awareness,HTML-Collect,Rest Of United Arab Emirates,United Arab Emirates,"30,149",192,0.64%,2.83,10641,208.03,1.08,6.9,,,,,,,,90.20%
25-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_PROS_Jan26,Awareness,Display,Dubai,United Arab Emirates,10605,33,0.31%,2.82,3761,73.17,2.22,6.9,,,,,,,,90.15%
25-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_PROS_Jan26,Awareness,Display,Abu Dhabi,United Arab Emirates,9287,30,0.32%,2.93,3170,64.08,2.14,6.9,,,,,,,,89.69%
25-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_PROS_Jan26,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,"7,108",20,0.28%,3.03,"2,347",49.05,2.45,6.9,,,,,,,,90.90%
25-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_PROS_Jan26,Awareness,Native,Dubai,United Arab Emirates,10211,39,0.38%,2.82,3622,70.46,1.81,6.9,,,,,,,,90.88%
25-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_PROS_Jan26,Awareness,Native,Abu Dhabi,United Arab Emirates,8942,36,0.40%,2.93,3052,61.7,1.71,6.9,,,,,,,,91.90%
25-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_PROS_Jan26,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,"6,843",23,0.34%,3.03,"2,259",47.22,2.05,6.9,,,,,,,,89.89%
25-Jan-26,DanubeH_Awareness_Dubai_HTML-Slider_Ramadan_PROS_Jan26,Awareness,HTML-Slider,Dubai,United Arab Emirates,131320,861,0.66%,2.82,46579,906.11,1.05,6.9,,,,,,,,90.21%
25-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML-Slider_Ramadan_PROS_Jan26,Awareness,HTML-Slider,Abu Dhabi,United Arab Emirates,115005,787,0.68%,2.93,39254,793.53,1.01,6.9,,,,,,,,89.62%
25-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML-Slider_Ramadan_PROS_Jan26,Awareness,HTML-Slider,Rest Of United Arab Emirates,United Arab Emirates,"88,013",495,0.56%,3.03,"29,060",607.29,1.23,6.9,,,,,,,,89.71%
25-Jan-26,DanubeH_Awareness_Dubai_HTML-ProductCollect_Ramadan_PROS_Jan26,Awareness,HTML-Collect,Dubai,United Arab Emirates,42923,253,0.59%,2.88,14884,296.17,1.17,6.9,,,,,,,,89.76%
25-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML-ProductCollect_Ramadan_PROS_Jan26,Awareness,HTML-Collect,Abu Dhabi,United Arab Emirates,39225,213,0.54%,3.13,12543,270.65,1.27,6.9,,,,,,,,90.60%
25-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML-ProductCollect_Ramadan_PROS_Jan26,Awareness,HTML-Collect,Rest Of United Arab Emirates,United Arab Emirates,"24,688",157,0.64%,2.66,"9,286",170.35,1.09,6.9,,,,,,,,90.89%
27-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Dubai,United Arab Emirates,28221,170,0.60%,2.75,10259,194.72,1.15,6.9,,,,,,,,91.88%
27-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Abu Dhabi,United Arab Emirates,41685,279,0.67%,2.83,14726,287.63,1.03,6.9,,,,,,,,89.93%
27-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,29031,184,0.63%,2.69,10790,200.31,1.09,6.9,,,,,,,,91.94%
27-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain EN,United Arab Emirates,15416,102,0.66%,2.84,5427,97.12,0.95,6.3,,,,,,,,91.35%
27-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain AR,United Arab Emirates,"17,437",104,0.60%,2.81,"6,204",109.85,1.06,6.3,,,,,,,,91.40%
27-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Dubai,United Arab Emirates,59123,389,0.66%,2.75,21494,407.95,1.05,6.9,,,,,,,,91.42%
27-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Abu Dhabi,United Arab Emirates,87329,637,0.73%,2.83,30851,602.57,0.95,6.9,,,,,,,,89.48%
27-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,60820,418,0.69%,2.69,22604,419.66,1,6.9,,,,,,,,91.76%
27-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain EN,United Arab Emirates,32298,232,0.72%,2.84,11370,203.48,0.88,6.3,,,,,,,,90.63%
27-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain AR,United Arab Emirates,"36,531",236,0.65%,2.81,"12,998",230.15,0.98,6.3,,,,,,,,91.39%
28-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Dubai,United Arab Emirates,57259,397,0.69%,2.71,21145,395.09,1,6.9,,,,,,,,89.82%
28-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Abu Dhabi,United Arab Emirates,103459,743,0.72%,2.85,36355,713.87,0.96,6.9,,,,,,,,89.32%
28-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,150052,944,0.63%,2.62,57303,1035.36,1.1,6.9,,,,,,,,90.66%
28-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain EN,United Arab Emirates,15482,106,0.68%,2.79,5554,97.54,0.92,6.3,,,,,,,,90.12%
28-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain AR,United Arab Emirates,"24,529",143,0.58%,2.85,"8,607",154.53,1.08,6.3,,,,,,,,89.39%
28-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Muscat,United Arab Emirates,"62,105",401,0.65%,2.75,"22,584",391.26,0.98,6.3,,,,,,,,90.25%
28-Jan-26,DanubeH_Awareness_Rest Of Oman_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Rest Of Oman,United Arab Emirates,"28,973",179,0.62%,2.75,"10,536",182.53,1.02,6.3,,,,,,,,90.55%
28-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Dubai,United Arab Emirates,66350,453,0.68%,2.71,24503,457.82,1.01,6.9,,,,,,,,90.34%
28-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Abu Dhabi,United Arab Emirates,119887,848,0.71%,2.85,42127,827.22,0.98,6.9,,,,,,,,90.12%
28-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,173878,1078,0.62%,2.62,66401,1199.76,1.11,6.9,,,,,,,,89.40%
28-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain EN,United Arab Emirates,17940,122,0.68%,2.79,6436,113.02,0.93,6.3,,,,,,,,90.93%
28-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain AR,United Arab Emirates,"28,425",164,0.58%,2.85,"9,974",179.08,1.09,6.3,,,,,,,,89.41%
28-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Native,Muscat,United Arab Emirates,127298,868,0.68%,2.67,47677,801.98,0.92,6.3,,,,,,,,90.97%
28-Jan-26,DanubeH_Awareness_Rest Of Oman_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Native,Rest Of Oman,United Arab Emirates,54308,354,0.65%,2.67,20340,342.14,0.97,6.3,,,,,,,,91.88%
28-Jan-26,DanubeH_Awareness_Dubai_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Dubai,United Arab Emirates,29380,204,0.69%,2.71,10850,202.72,0.99,6.9,,,,,,,,91.80%
28-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Abu Dhabi,United Arab Emirates,53086,382,0.72%,2.85,18654,366.29,0.96,6.9,,,,,,,,90.47%
28-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Rest Of United Arab Emirates,United Arab Emirates,76993,485,0.63%,2.62,29402,531.25,1.1,6.9,,,,,,,,90.76%
28-Jan-26,DanubeH_Awareness_Bahrain_EN_HTML_Vertical_Ramadan_SAF_PROS_Jan26,Awareness,HTML-Vertical,Bahrain EN,United Arab Emirates,7944,55,0.69%,2.79,2850,50.05,0.91,6.3,,,,,,,,89.03%
28-Jan-26,DanubeH_Awareness_Bahrain_AR_HTML_Vertical_Ramadan_SAF_PROS_Jan26,Awareness,HTML-Vertical,Bahrain AR,United Arab Emirates,"12,586",74,0.59%,2.85,"4,416",79.29,1.07,6.3,,,,,,,,90.41%
28-Jan-26,DanubeH_Awareness_Dubai_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Dubai,United Arab Emirates,17876,117,0.65%,2.71,6601,123.34,1.05,6.9,,,,,,,,89.70%
28-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTMLProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Abu Dhabi,United Arab Emirates,32300,219,0.68%,2.85,11350,222.87,1.02,6.9,,,,,,,,89.69%
28-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Rest Of United Arab Emirates,United Arab Emirates,46846,278,0.59%,2.62,17890,323.24,1.16,6.9,,,,,,,,91.91%
28-Jan-26,DanubeH_Awareness_Bahrain_EN_HTML_ProductCollect_Ramadan_SAF_PROS_Jan26,Awareness,HTML-ProductCollect,Bahrain EN,United Arab Emirates,4833,31,0.64%,2.79,1734,30.45,0.98,6.3,,,,,,,,90.34%
28-Jan-26,DanubeH_Awareness_Bahrain_AR_HTML_ProductCollect_Ramadan_SAF_PROS_Jan26,Awareness,HTML-ProductCollect,Bahrain AR,United Arab Emirates,"7,658",42,0.55%,2.85,"2,687",48.25,1.15,6.3,,,,,,,,91.60%
29-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Dubai,United Arab Emirates,44933,251,0.56%,2.71,16580,310.04,1.24,6.9,,,,,,,,90.50%
29-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Abu Dhabi,United Arab Emirates,152100,921,0.61%,2.89,52719,1049.49,1.14,6.9,,,,,,,,90.01%
29-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,32902,199,0.60%,2.74,12028,227.02,1.14,6.9,,,,,,,,90.16%
29-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain EN,United Arab Emirates,32146,194,0.60%,2.81,11456,202.52,1.04,6.3,,,,,,,,89.45%
29-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain AR,United Arab Emirates,"31,160",172,0.55%,2.86,10888,196.31,1.14,6.3,,,,,,,,89.11%
29-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Muscat,United Arab Emirates,183089,1117,0.61%,2.65,69145,1153.46,1.03,6.3,,,,,,,,89.38%
29-Jan-26,DanubeH_Awareness_Rest Of Oman_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Rest Of Oman,United Arab Emirates,55705,312,0.56%,2.79,19950,350.94,1.12,6.3,,,,,,,,91.73%
29-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Dubai,United Arab Emirates,20537,107,0.52%,2.71,7578,141.71,1.32,6.9,,,,,,,,90.03%
29-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Abu Dhabi,United Arab Emirates,69520,392,0.56%,2.89,24096,479.69,1.22,6.9,,,,,,,,89.23%
29-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,15038,85,0.57%,2.74,5497,103.76,1.22,6.9,,,,,,,,91.20%
29-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain EN,United Arab Emirates,14693,82,0.56%,2.81,5236,92.57,1.13,6.3,,,,,,,,90.87%
29-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain AR,United Arab Emirates,"14,241",73,0.51%,2.86,4978,89.72,1.23,6.3,,,,,,,,89.83%
29-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Native,Muscat,United Arab Emirates,83684,475,0.57%,2.65,31604,527.21,1.11,6.3,,,,,,,,90.24%
29-Jan-26,DanubeH_Awareness_Rest Of Oman_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Native,Rest Of Oman,United Arab Emirates,25461,133,0.52%,2.79,9118,160.4,1.21,6.3,,,,,,,,91.81%
29-Jan-26,DanubeH_Awareness_Dubai_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Dubai,United Arab Emirates,82533,561,0.68%,2.71,30454,569.48,1.02,6.9,,,,,,,,91.65%
29-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Abu Dhabi,United Arab Emirates,279380,2060,0.74%,2.89,96835,1927.72,0.94,6.9,,,,,,,,89.97%
29-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Rest Of United Arab Emirates,United Arab Emirates,60435,444,0.73%,2.74,22093,417,0.94,6.9,,,,,,,,90.98%
29-Jan-26,DanubeH_Awareness_Muscat_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Muscat,United Arab Emirates,336301,2496,0.74%,2.65,127007,2118.7,0.85,6.3,,,,,,,,89.53%
29-Jan-26,DanubeH_Awareness_Rest Of Oman_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Rest Of Oman,United Arab Emirates,102320,698,0.68%,2.79,36644,644.62,0.92,6.3,,,,,,,,90.84%
29-Jan-26,DanubeH_Awareness_Bahrain_EN_HTML_Vertical_Ramadan_SAF_PROS_Jan26,Awareness,HTML-Vertical,Bahrain EN,United Arab Emirates,59047,433,0.73%,2.81,21042,372,0.86,6.3,,,,,,,,91.84%
29-Jan-26,DanubeH_Awareness_Bahrain_AR_HTML_Vertical_Ramadan_SAF_PROS_Jan26,Awareness,HTML-Vertical,Bahrain AR,United Arab Emirates,"57,233",385,0.67%,2.86,20001,360.57,0.94,6.3,,,,,,,,89.01%
29-Jan-26,DanubeH_Awareness_Dubai_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Dubai,United Arab Emirates,60096,382,0.64%,2.71,22175,414.66,1.09,6.9,,,,,,,,89.87%
29-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Abu Dhabi,United Arab Emirates,203428,1400,0.69%,2.89,70510,1403.65,1,6.9,,,,,,,,91.89%
29-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Rest Of United Arab Emirates,United Arab Emirates,44005,302,0.69%,2.74,16087,303.63,1.01,6.9,,,,,,,,89.80%
29-Jan-26,DanubeH_Awareness_Muscat_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Muscat,United Arab Emirates,244875,1697,0.69%,2.65,92479,1542.71,0.91,6.3,,,,,,,,89.50%
29-Jan-26,DanubeH_Awareness_Rest Of Oman_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Rest Of Oman,United Arab Emirates,74503,474,0.64%,2.79,26682,469.37,0.99,6.3,,,,,,,,91.63%
29-Jan-26,DanubeH_Awareness_Bahrain_EN_HTML_ProductCollect_Ramadan_SAF_PROS_Jan26,Awareness,HTML-ProductCollect,Bahrain EN,United Arab Emirates,42995,294,0.68%,2.81,15322,270.87,0.92,6.3,,,,,,,,89.96%
29-Jan-26,DanubeH_Awareness_Bahrain_AR_HTML_ProductCollect_Ramadan_SAF_PROS_Jan26,Awareness,HTML-ProductCollect,Bahrain AR,United Arab Emirates,"41,675",262,0.63%,2.86,14563,262.55,1,6.3,,,,,,,,90.52%
30-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Dubai,United Arab Emirates,15718,86,0.55%,2.72,5787,108.45,1.26,6.9,,,,,,,,90.00%
30-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Abu Dhabi,United Arab Emirates,83459,502,0.60%,2.89,28832,575.87,1.15,6.9,,,,,,,,90.13%
30-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,8829,51,0.58%,2.66,3324,60.92,1.19,6.9,,,,,,,,89.07%
30-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain EN,United Arab Emirates,13483,83,0.62%,2.84,4746,84.94,1.02,6.3,,,,,,,,91.51%
30-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain AR,United Arab Emirates,"32,377",180,0.56%,2.85,11376,203.98,1.13,6.3,,,,,,,,91.64%
30-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Muscat,United Arab Emirates,10107,63,0.62%,2.65,3820,63.67,1.01,6.3,,,,,,,,90.92%
30-Jan-26,DanubeH_Awareness_Rest Of Oman_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Rest Of Oman,United Arab Emirates,8085,46,0.57%,2.78,2913,50.94,1.11,6.3,,,,,,,,89.83%
30-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Dubai,United Arab Emirates,17959,122,0.68%,2.72,6612,123.92,1.02,6.9,,,,,,,,89.57%
30-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Abu Dhabi,United Arab Emirates,95354,716,0.75%,2.89,32941,657.94,0.92,6.9,,,,,,,,91.96%
30-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Native,Rest Of United Arab Emirates,United Arab Emirates,10087,73,0.72%,2.66,3798,69.6,0.95,6.9,,,,,,,,90.74%
30-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain EN,United Arab Emirates,15405,119,0.77%,2.84,5423,97.05,0.82,6.3,,,,,,,,91.45%
30-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Native,Bahrain AR,United Arab Emirates,"36,990",257,0.69%,2.85,12997,233.04,0.91,6.3,,,,,,,,89.86%
30-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Native,Muscat,United Arab Emirates,11548,89,0.77%,2.65,4364,72.75,0.82,6.3,,,,,,,,90.71%
30-Jan-26,DanubeH_Awareness_Rest Of Oman_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Native,Rest Of Oman,United Arab Emirates,9237,66,0.71%,2.78,3328,58.19,0.88,6.3,,,,,,,,91.98%
30-Jan-26,DanubeH_Awareness_Dubai_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Dubai,United Arab Emirates,34594,196,0.57%,2.72,12736,238.7,1.22,6.9,,,,,,,,90.20%
30-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Abu Dhabi,United Arab Emirates,183680,1151,0.63%,2.89,63455,1267.39,1.1,6.9,,,,,,,,91.66%
30-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Rest Of United Arab Emirates,United Arab Emirates,19431,118,0.61%,2.66,7316,134.07,1.14,6.9,,,,,,,,90.98%
30-Jan-26,DanubeH_Awareness_Muscat_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Muscat,United Arab Emirates,22244,143,0.64%,2.65,8406,140.14,0.98,6.3,,,,,,,,89.60%
30-Jan-26,DanubeH_Awareness_Rest Of Oman_HTML_Vertical_Ramadan_SFF_PROS_Jan26,Awareness,HTML-Vertical,Rest Of Oman,United Arab Emirates,17794,106,0.60%,2.78,6410,112.1,1.06,6.3,,,,,,,,90.67%
30-Jan-26,DanubeH_Awareness_Bahrain_EN_HTML_Vertical_Ramadan_SAF_PROS_Jan26,Awareness,HTML-Vertical,Bahrain EN,United Arab Emirates,29674,191,0.64%,2.84,10446,186.95,0.98,6.3,,,,,,,,91.08%
30-Jan-26,DanubeH_Awareness_Bahrain_AR_HTML_Vertical_Ramadan_SAF_PROS_Jan26,Awareness,HTML-Vertical,Bahrain AR,United Arab Emirates,"71,255",412,0.58%,2.85,25037,448.91,1.09,6.3,,,,,,,,91.62%
30-Jan-26,DanubeH_Awareness_Dubai_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Dubai,United Arab Emirates,47452,290,0.61%,2.72,17470,327.42,1.13,6.9,,,,,,,,90.64%
30-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Abu Dhabi,United Arab Emirates,251952,1695,0.67%,2.89,87041,1738.47,1.03,6.9,,,,,,,,91.45%
30-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Rest Of United Arab Emirates,United Arab Emirates,26653,174,0.65%,2.66,10035,183.91,1.06,6.9,,,,,,,,89.28%
30-Jan-26,DanubeH_Awareness_Muscat_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Muscat,United Arab Emirates,30513,211,0.69%,2.65,11531,192.23,0.91,6.3,,,,,,,,91.11%
30-Jan-26,DanubeH_Awareness_Rest Of Oman_HTML_ProductCollect_Ramadan_SFF_PROS_Jan26,Awareness,HTML-ProductCollect,Rest Of Oman,United Arab Emirates,24408,156,0.64%,2.78,8792,153.77,0.99,6.3,,,,,,,,89.39%
30-Jan-26,DanubeH_Awareness_Bahrain_EN_HTML_ProductCollect_Ramadan_SAF_PROS_Jan26,Awareness,HTML-ProductCollect,Bahrain EN,United Arab Emirates,40703,282,0.69%,2.84,14329,256.43,0.91,6.3,,,,,,,,90.13%
30-Jan-26,DanubeH_Awareness_Bahrain_AR_HTML_ProductCollect_Ramadan_SAF_PROS_Jan26,Awareness,HTML-ProductCollect,Bahrain AR,United Arab Emirates,"97,739",606,0.62%,2.85,34343,615.76,1.02,6.3,,,,,,,,91.97%
31-Jan-26,DanubeH_Awareness_Dubai_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Dubai,United Arab Emirates,37476,135,0.36%,2.66,14074,258.58,1.92,6.9,,,,,,,,89.58%
31-Jan-26,DanubeH_Awareness_Abu DhabiDhabi_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Abu Dhabi,United Arab Emirates,111348,427,0.38%,2.74,40687,768.3,1.8,6.9,,,,,,,,89.97%
31-Jan-26,DanubeH_Awareness_Rest Of United Arab Emirates_STATIC_Ramadan_SFF_PROS_Jan26,Awareness,Display,Rest Of United Arab Emirates,United Arab Emirates,26298,88,0.33%,2.82,9333,181.46,2.06,6.9,,,,,,,,89.69%
31-Jan-26,DanubeH_Awareness_Bahrain_EN_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain EN,United Arab Emirates,5600,13,0.23%,2.94,1904,35.28,2.71,6.3,,,,,,,,90.76%
31-Jan-26,DanubeH_Awareness_Bahrain_AR_STATIC_Ramadan_SAF_PROS_Jan26,Awareness,Display,Bahrain AR,United Arab Emirates,"21,649",66,0.30%,2.77,7805,136.39,2.07,6.3,,,,,,,,91.83%
31-Jan-26,DanubeH_Awareness_Muscat_STATIC_Ramadan_Fullback_PROS_Jan26,Awareness,Display,Muscat,United Arab Emirates,11875,25,0.21%,5.20,2283,74.81,2.99,6.3,,,,,,,,91.50%
